# mapping_set_id: https://w3id.org/commons/ols/mappings/hp.ols.sssom.tsv
# mapping_set_group: ols_sssom_extracts
# mapping_set_confidence: '0.7'
# other:
#   mapping_set_source: https://www.ebi.ac.uk/ols4/ontologies/hp
#   local_id: hp.ols
# local_name: hp.ols.sssom.tsv
# curie_map:
#   semapv: https://w3id.org/semapv/vocab/
#   owl: http://www.w3.org/2002/07/owl#
#   skos: http://www.w3.org/2004/02/skos/core#
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   chebi: http://purl.obolibrary.org/obo/chebi/
#   inchi: 'https://bioregistry.io/inchi:'
#   inchikey: 'https://bioregistry.io/inchikey:'
#   smiles: 'https://bioregistry.io/smiles:'
#   HP: http://purl.obolibrary.org/obo/HP_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   MSH: https://meshb.nlm.nih.gov/record/ui?ui=
#   SNOMEDCT_US: http://snomed.info/id/
#   MEDDRA: http://bioportal.bioontology.org/ontologies/MEDDRA?p=classes&conceptid=
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MP: http://purl.obolibrary.org/obo/MP_
#   MPATH: http://purl.obolibrary.org/obo/MPATH_
#   PMID: http://www.ncbi.nlm.nih.gov/pubmed/
#   ORPHA: http://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=
#   SNOMED_CT: http://snomed.info/id/
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
HP:0000044	oboInOwl:hasDbXref	UMLS:C3489396	semapv:UnspecifiedMatching	Gonadotrophines basses (hypogonadisme secondaire)	
HP:0000045	oboInOwl:hasDbXref	UMLS:C4025895	semapv:UnspecifiedMatching	Abnormal scrotum morphology	
HP:0000046	oboInOwl:hasDbXref	SNOMEDCT_US:204912007	semapv:UnspecifiedMatching	Hipoplasia escrotal	
HP:0000046	oboInOwl:hasDbXref	UMLS:C0431659	semapv:UnspecifiedMatching	Hipoplasia escrotal	
HP:0000047	oboInOwl:hasDbXref	SNOMEDCT_US:204888000	semapv:UnspecifiedMatching	Hipospadias	
HP:0000047	oboInOwl:hasDbXref	UMLS:C1691215	semapv:UnspecifiedMatching	Hipospadias	
HP:0000048	oboInOwl:hasDbXref	SNOMEDCT_US:236780002	semapv:UnspecifiedMatching	Bifid scrotum	
HP:0000048	oboInOwl:hasDbXref	UMLS:C0341787	semapv:UnspecifiedMatching	Bifid scrotum	
HP:0000049	oboInOwl:hasDbXref	UMLS:C1858539	semapv:UnspecifiedMatching	Escroto en chal	
HP:0000050	oboInOwl:hasDbXref	UMLS:C1852534	semapv:UnspecifiedMatching	Appareil génital masculin hypoplasique	
HP:0000051	oboInOwl:hasDbXref	SNOMEDCT_US:204890004	semapv:UnspecifiedMatching	Hipospadias perineales	
HP:0000051	oboInOwl:hasDbXref	UMLS:C0452148	semapv:UnspecifiedMatching	Hipospadias perineales	
HP:0000052	oboInOwl:hasDbXref	UMLS:C4025894	semapv:UnspecifiedMatching	Atresia uretral, hombre	
HP:0000053	oboInOwl:hasDbXref	UMLS:C1263023	semapv:UnspecifiedMatching	Macroorchidie	
HP:0000054	oboInOwl:hasDbXref	SNOMEDCT_US:34911001	semapv:UnspecifiedMatching	Micropene	
HP:0000054	oboInOwl:hasDbXref	UMLS:C4551492	semapv:UnspecifiedMatching	Micropene	
HP:0000055	oboInOwl:hasDbXref	UMLS:C4021822	semapv:UnspecifiedMatching	Abnormal female external genitalia morphology	
HP:0000056	oboInOwl:hasDbXref	UMLS:C4025893	semapv:UnspecifiedMatching	Abnormal clitoris morphology	
HP:0000058	oboInOwl:hasDbXref	UMLS:C4025892	semapv:UnspecifiedMatching	Abnormal labia morphology	
HP:0000059	oboInOwl:hasDbXref	SNOMEDCT_US:289469003	semapv:UnspecifiedMatching	Hipoplastik labia majora	
HP:0000059	oboInOwl:hasDbXref	UMLS:C0566899	semapv:UnspecifiedMatching	Hipoplastik labia majora	
HP:0000060	oboInOwl:hasDbXref	UMLS:C1844527	semapv:UnspecifiedMatching	Clitoral hypoplasia	
HP:0000061	oboInOwl:hasDbXref	UMLS:C1859980	semapv:UnspecifiedMatching	Ambiguous genitalia, female	
HP:0000061	oboInOwl:hasDbXref	UMLS:C4025891	semapv:UnspecifiedMatching	Ambiguous genitalia, female	
HP:0000062	oboInOwl:hasDbXref	MSH:D012734	semapv:UnspecifiedMatching	Ambiguous genitalia	
HP:0000062	oboInOwl:hasDbXref	SNOMEDCT_US:21321009	semapv:UnspecifiedMatching	Ambiguous genitalia	
HP:0000062	oboInOwl:hasDbXref	UMLS:C0266362	semapv:UnspecifiedMatching	Ambiguous genitalia	
HP:0000063	oboInOwl:hasDbXref	UMLS:C1837532	semapv:UnspecifiedMatching	Birleşmiş labia minora	
HP:0000064	oboInOwl:hasDbXref	UMLS:C1849295	semapv:UnspecifiedMatching	Hipoplastik labia minora	
HP:0000065	oboInOwl:hasDbXref	SNOMEDCT_US:16924008	semapv:UnspecifiedMatching	Hipertrofia labial	
HP:0000065	oboInOwl:hasDbXref	UMLS:C0404531	semapv:UnspecifiedMatching	Hipertrofia labial	
HP:0000066	oboInOwl:hasDbXref	UMLS:C1850325	semapv:UnspecifiedMatching	Hipoplasia labial	
HP:0000067	oboInOwl:hasDbXref	UMLS:C4025890	semapv:UnspecifiedMatching	Atresia uretral, hembra	
HP:0000068	oboInOwl:hasDbXref	UMLS:C1610065	semapv:UnspecifiedMatching	Atresia uretral	
HP:0000069	oboInOwl:hasDbXref	UMLS:C1840382	semapv:UnspecifiedMatching	Abnormalita ureteru	
HP:0000070	oboInOwl:hasDbXref	MSH:D014518	semapv:UnspecifiedMatching	Ureterocele	
HP:0000070	oboInOwl:hasDbXref	SNOMEDCT_US:12818004	semapv:UnspecifiedMatching	Ureterocele	
HP:0000070	oboInOwl:hasDbXref	UMLS:C0041960	semapv:UnspecifiedMatching	Ureterocele	
HP:0000071	oboInOwl:hasDbXref	SNOMEDCT_US:95574003	semapv:UnspecifiedMatching	Estenosis ureteral	
HP:0000071	oboInOwl:hasDbXref	UMLS:C0521618	semapv:UnspecifiedMatching	Estenosis ureteral	
HP:0000072	oboInOwl:hasDbXref	SNOMEDCT_US:69758005	semapv:UnspecifiedMatching	Hidrouréter	
HP:0000072	oboInOwl:hasDbXref	SNOMEDCT_US:95576001	semapv:UnspecifiedMatching	Hidrouréter	
HP:0000072	oboInOwl:hasDbXref	UMLS:C0521620	semapv:UnspecifiedMatching	Hidrouréter	
HP:0000072	oboInOwl:hasDbXref	UMLS:C4020897	semapv:UnspecifiedMatching	Hidrouréter	
HP:0000073	oboInOwl:hasDbXref	SNOMEDCT_US:49496001	semapv:UnspecifiedMatching	Duplicación ureteral	
HP:0000073	oboInOwl:hasDbXref	UMLS:C0221365	semapv:UnspecifiedMatching	Duplicación ureteral	
HP:0000074	oboInOwl:hasDbXref	MSH:C537373	semapv:UnspecifiedMatching	Obstrucción de la unión ureteropélvica	
HP:0000074	oboInOwl:hasDbXref	SNOMEDCT_US:95575002	semapv:UnspecifiedMatching	Obstrucción de la unión ureteropélvica	
HP:0000074	oboInOwl:hasDbXref	UMLS:C0521619	semapv:UnspecifiedMatching	Obstrucción de la unión ureteropélvica	
HP:0000075	oboInOwl:hasDbXref	SNOMEDCT_US:30275001	semapv:UnspecifiedMatching	Böbrek duplikasyonu	
HP:0000075	oboInOwl:hasDbXref	UMLS:C0266298	semapv:UnspecifiedMatching	Böbrek duplikasyonu	
HP:0000076	oboInOwl:hasDbXref	MSH:D014718	semapv:UnspecifiedMatching	Reflujo vesicoureteral	
HP:0000076	oboInOwl:hasDbXref	SNOMEDCT_US:197811007	semapv:UnspecifiedMatching	Reflujo vesicoureteral	
HP:0000076	oboInOwl:hasDbXref	UMLS:C0042580	semapv:UnspecifiedMatching	Reflujo vesicoureteral	
HP:0000077	oboInOwl:hasDbXref	MSH:D007674	semapv:UnspecifiedMatching	Abnormalita ledvin	
HP:0000077	oboInOwl:hasDbXref	SNOMEDCT_US:44513007	semapv:UnspecifiedMatching	Abnormalita ledvin	
HP:0000077	oboInOwl:hasDbXref	SNOMEDCT_US:90708001	semapv:UnspecifiedMatching	Abnormalita ledvin	
HP:0000077	oboInOwl:hasDbXref	UMLS:C0022658	semapv:UnspecifiedMatching	Abnormalita ledvin	
HP:0000077	oboInOwl:hasDbXref	UMLS:C0266292	semapv:UnspecifiedMatching	Abnormalita ledvin	
HP:0000078	oboInOwl:hasDbXref	UMLS:C0281966	semapv:UnspecifiedMatching	Abnormalita pohlavního ústrojí	
HP:0000078	oboInOwl:hasDbXref	UMLS:C0744356	semapv:UnspecifiedMatching	Abnormalita pohlavního ústrojí	
HP:0000079	oboInOwl:hasDbXref	UMLS:C4021821	semapv:UnspecifiedMatching	Abnormalita močového systému	
HP:0000080	oboInOwl:hasDbXref	UMLS:C4020896	semapv:UnspecifiedMatching	Abnormalita fyziologie reprodukčního systému	
HP:0000080	oboInOwl:hasDbXref	UMLS:C4021820	semapv:UnspecifiedMatching	Abnormalita fyziologie reprodukčního systému	
HP:0000081	oboInOwl:hasDbXref	UMLS:C1858565	semapv:UnspecifiedMatching	Duplicación del sistema colector	
HP:0000083	oboInOwl:hasDbXref	MSH:D051437	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000083	oboInOwl:hasDbXref	SNOMEDCT_US:236423003	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000083	oboInOwl:hasDbXref	SNOMEDCT_US:42399005	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000083	oboInOwl:hasDbXref	UMLS:C0035078	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000083	oboInOwl:hasDbXref	UMLS:C1565489	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000083	oboInOwl:hasDbXref	UMLS:C1839604	semapv:UnspecifiedMatching	Böbrek yetmezliği	
HP:0000085	oboInOwl:hasDbXref	MSH:D000069337	semapv:UnspecifiedMatching	Atnalı böbrek	
HP:0000085	oboInOwl:hasDbXref	SNOMEDCT_US:41729002	semapv:UnspecifiedMatching	Atnalı böbrek	
HP:0000085	oboInOwl:hasDbXref	UMLS:C0221353	semapv:UnspecifiedMatching	Atnalı böbrek	
HP:0000086	oboInOwl:hasDbXref	SNOMEDCT_US:16507009	semapv:UnspecifiedMatching	Ectopic kidney	
HP:0000086	oboInOwl:hasDbXref	UMLS:C0238207	semapv:UnspecifiedMatching	Ectopic kidney	
HP:0000089	oboInOwl:hasDbXref	SNOMEDCT_US:32659003	semapv:UnspecifiedMatching	Böbrek hipoplazisi	
HP:0000089	oboInOwl:hasDbXref	UMLS:C0266295	semapv:UnspecifiedMatching	Böbrek hipoplazisi	
HP:0000090	oboInOwl:hasDbXref	SNOMEDCT_US:204958008	semapv:UnspecifiedMatching	Nefronofitizis	
HP:0000090	oboInOwl:hasDbXref	UMLS:C0687120	semapv:UnspecifiedMatching	Nefronofitizis	
HP:0000091	oboInOwl:hasDbXref	UMLS:C4021826	semapv:UnspecifiedMatching	Abnormal renal tubule morphology	
HP:0000092	oboInOwl:hasDbXref	UMLS:C1858395	semapv:UnspecifiedMatching	Atrofia tubular	
HP:0000093	oboInOwl:hasDbXref	MSH:D011507	semapv:UnspecifiedMatching	Proteinuria	
HP:0000093	oboInOwl:hasDbXref	SNOMEDCT_US:29738008	semapv:UnspecifiedMatching	Proteinuria	
HP:0000093	oboInOwl:hasDbXref	UMLS:C0033687	semapv:UnspecifiedMatching	Proteinuria	
HP:0000095	oboInOwl:hasDbXref	UMLS:C4025889	semapv:UnspecifiedMatching	Abnormal renal glomerulus morphology	
HP:0000096	oboInOwl:hasDbXref	SNOMEDCT_US:197661001	semapv:UnspecifiedMatching	Glomerular sclerosis	
HP:0000096	oboInOwl:hasDbXref	SNOMEDCT_US:82646005	semapv:UnspecifiedMatching	Glomerular sclerosis	
HP:0000096	oboInOwl:hasDbXref	UMLS:C0178664	semapv:UnspecifiedMatching	Glomerular sclerosis	
HP:0000097	oboInOwl:hasDbXref	MSH:D005923	semapv:UnspecifiedMatching	Focal segmental glomerulosclerosis	
HP:0000097	oboInOwl:hasDbXref	SNOMEDCT_US:236403004	semapv:UnspecifiedMatching	Focal segmental glomerulosclerosis	
HP:0000097	oboInOwl:hasDbXref	SNOMEDCT_US:25821008	semapv:UnspecifiedMatching	Focal segmental glomerulosclerosis	
HP:0000097	oboInOwl:hasDbXref	UMLS:C0017668	semapv:UnspecifiedMatching	Focal segmental glomerulosclerosis	
HP:0000098	oboInOwl:hasDbXref	SNOMEDCT_US:248328003	semapv:UnspecifiedMatching	Grande taille	
HP:0000098	oboInOwl:hasDbXref	UMLS:C0241240	semapv:UnspecifiedMatching	Grande taille	
HP:0000099	oboInOwl:hasDbXref	MSH:D005921	semapv:UnspecifiedMatching	Glemorulonefritis	
HP:0000099	oboInOwl:hasDbXref	SNOMEDCT_US:36171008	semapv:UnspecifiedMatching	Glemorulonefritis	
HP:0000099	oboInOwl:hasDbXref	UMLS:C0017658	semapv:UnspecifiedMatching	Glemorulonefritis	
HP:0000100	oboInOwl:hasDbXref	MSH:D009404	semapv:UnspecifiedMatching	Nefrotický syndrom	
HP:0000100	oboInOwl:hasDbXref	SNOMEDCT_US:52254009	semapv:UnspecifiedMatching	Nefrotický syndrom	
HP:0000100	oboInOwl:hasDbXref	UMLS:C0027726	semapv:UnspecifiedMatching	Nefrotický syndrom	
HP:0000103	oboInOwl:hasDbXref	MSH:D011141	semapv:UnspecifiedMatching	Poliuria	
HP:0000103	oboInOwl:hasDbXref	SNOMEDCT_US:28442001	semapv:UnspecifiedMatching	Poliuria	
HP:0000103	oboInOwl:hasDbXref	SNOMEDCT_US:56574000	semapv:UnspecifiedMatching	Poliuria	
HP:0000103	oboInOwl:hasDbXref	SNOMEDCT_US:718402002	semapv:UnspecifiedMatching	Poliuria	
HP:0000103	oboInOwl:hasDbXref	UMLS:C0032617	semapv:UnspecifiedMatching	Poliuria	
HP:0000104	oboInOwl:hasDbXref	SNOMEDCT_US:204942005	semapv:UnspecifiedMatching	Agenesia renal	
HP:0000104	oboInOwl:hasDbXref	UMLS:C0542519	semapv:UnspecifiedMatching	Agenesia renal	
HP:0000105	oboInOwl:hasDbXref	SNOMEDCT_US:300444006	semapv:UnspecifiedMatching	Agrandamiento de los riñones	
HP:0000105	oboInOwl:hasDbXref	UMLS:C0542518	semapv:UnspecifiedMatching	Agrandamiento de los riñones	
HP:0000107	oboInOwl:hasDbXref	MSH:D052177	semapv:UnspecifiedMatching	Böbrek kisti	
HP:0000107	oboInOwl:hasDbXref	UMLS:C0022679	semapv:UnspecifiedMatching	Böbrek kisti	
HP:0000107	oboInOwl:hasDbXref	UMLS:C3887499	semapv:UnspecifiedMatching	Böbrek kisti	
HP:0000108	oboInOwl:hasDbXref	UMLS:C1968619	semapv:UnspecifiedMatching	Kortikomedulární cysty ledvin	
